Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version M-2017.03-SP1_Full64; Runtime version M-2017.03-SP1_Full64;  Nov 17 16:09 2019
VCD+ Writer M-2017.03-SP1_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
The file '/home/student/jkw0002/CPE527L/PROJECT/28nm/vcs_post_par/inter.vpd' was opened successfully.
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version M-2017.03-SP1_Full64; Runtime version M-2017.03-SP1_Full64;  Nov 17 16:09 2019
VCS Build Date = May 23 2017 20:49:19
Start run at Nov 17 16:09 2019
VCD+ Writer M-2017.03-SP1_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
The file '/home/student/jkw0002/CPE527L/PROJECT/28nm/vcs_post_par/inter.vpd' was opened successfully.
time=    0 ns, clk=0, reset=1, memdata=xxxxxxxx, memread=x, memwrite=x, addr=xxxxxxxx, writedata=xxxxxxxx, pcout=xxxxxxxx, regwrite=x, wrAddr=xxxxx, rdAddr1=xxxxx, rdAddr2=xxxxx, wrData=xxxxxxxx, Ain=xxxxxxxx, Bin=xxxxxxxx
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=0000000f, Ain=00000005, Bin=00000003
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=0000001f, Ain=00000005, Bin=00000003
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=0000283f, Ain=00000005, Bin=00000003
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002835, Ain=00000005, Bin=00000003
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002835, Ain=00000005, Bin=00000003
time=13536 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002831, Ain=00000005, Bin=00000003
time=13824 ns, clk=0, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002831, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002831, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002833, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002833, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00002022, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14112 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00101, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14400 ns, clk=0, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00101, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14688 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=1, wrAddr=00101, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14688 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00101, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14688 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00101, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14688 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=14976 ns, clk=0, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=1, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000000f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=0000001f, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000000f, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000001f, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000002, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000001f, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=0000001f, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000010, Ain=00000005, Bin=00000003
time=15264 ns, clk=1, reset=0, memdata=00413024, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000010, Ain=00000005, Bin=00000003
time=15552 ns, clk=0, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000010, Ain=00000005, Bin=00000003
time=15840 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000010, Ain=00000005, Bin=00000003
time=15840 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000010, Ain=00000005, Bin=00000003
time=15840 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003034, Ain=00000005, Bin=00000003
time=15840 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003034, Ain=00000005, Bin=00000003
time=16128 ns, clk=0, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003034, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003034, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003035, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00003035, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16416 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00110, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16704 ns, clk=0, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00110, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16992 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=1, wrAddr=00110, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16992 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00110, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16992 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00110, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16992 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=16992 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=17280 ns, clk=0, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=1, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000010, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00001, rdAddr1=00011, rdAddr2=00111, wrData=00000001, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00001, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000010, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00001, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00001, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000005, Bin=00000003
time=17568 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000005, Bin=00000003
time=17569 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000001, Bin=00000003
time=17569 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=00000003
time=17569 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=0000X0XX
time=17569 ns, clk=1, reset=0, memdata=30270001, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=17856 ns, clk=0, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=00000003, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=00000X0X, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxX, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000011, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000013, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000013, Ain=00000003, Bin=xxxxxxxx
time=18144 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000012, Ain=00000003, Bin=xxxxxxxx
time=18432 ns, clk=0, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000012, Ain=00000003, Bin=xxxxxxxx
time=18720 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000012, Ain=00000003, Bin=xxxxxxxx
time=18720 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000013, Ain=00000003, Bin=xxxxxxxx
time=18720 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=1, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000013, Ain=00000003, Bin=xxxxxxxx
time=18720 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=1, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000003, Ain=00000003, Bin=xxxxxxxx
time=18720 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=1, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=xxxxxxxx
time=19008 ns, clk=0, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=1, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=xxxxxxxx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=1, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=xxxxxxxx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=xxxxxxxx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=xxxxxxxx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=0xxXXXXx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=0xxXXXXx
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=000000XX
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=000000XX
time=19296 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=000000X1
time=19297 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19584 ns, clk=0, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=1, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxxxx, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxXxX, pcout=00000011, regwrite=0, wrAddr=00111, rdAddr1=00001, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=xxxxxXxX, pcout=00000013, regwrite=0, wrAddr=00111, rdAddr1=00011, rdAddr2=00111, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000001, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000011, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000011, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000013, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000013, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00111, rdAddr1=00010, rdAddr2=00001, wrData=00000013, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000013, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000003, Bin=00000001
time=19872 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000001, Bin=00000001
time=19873 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000001, Bin=00000003
time=19873 ns, clk=1, reset=0, memdata=00414027, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=20160 ns, clk=0, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000001, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000012, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=0000001a, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=0000003b, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00000039, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=1, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00004039, Ain=00000005, Bin=00000003
time=20448 ns, clk=1, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00004039, Ain=00000005, Bin=00000003
time=20736 ns, clk=0, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00004039, Ain=00000005, Bin=00000003
time=21024 ns, clk=1, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00004039, Ain=00000005, Bin=00000003
time=21024 ns, clk=1, reset=0, memdata=00414825, memread=0, memwrite=0, addr=00000012, writedata=00000003, pcout=00000012, regwrite=0, wrAddr=00001, rdAddr1=00010, rdAddr2=00001, wrData=00404039, Ain=00000005, Bin=00000003
